disposition_ref_number,source,case_ref_number,customer_ref_number,disposition,contact_type,sub_disposition_label,sub_disposition,comment,created_at,promised_amount,followup_datetime,address_ref_number,is_true_visit,location_lat,location_lng
DRN_OOJA_0014,TELECALLING,CR_010_POOJA,CT_POOJA,NC,NC,NC Reason,Auto Disconnect,,2024-10-04T17:54:00,0,,ADR_10_00,,,
DRN_KRAM_0191,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2024-10-10T19:18:00,0,,ADR_5_00,,,
DRN_VITA_0009,AUTODIALER,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2024-10-12T13:05:00,0,,ADR_8_00,,,
DRN_KRAM_0160,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2024-10-12T15:27:00,0,2024-10-19T00:00:00,ADR_5_00,,,
DRN_KRAM_0138,FIELD,CR_005_VIKRAM,CT_IKRAM,PARTIAL_PAID,RPC,,,Customer paid partial amount,2024-10-17T17:56:00,0,,ADR_5_00,1.0,13.08224355646917,80.27132505631957
DRN_VITA_0062,TELECALLING,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2024-10-18T19:35:00,0,,ADR_8_00,,,
DRN_KRAM_0095,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2024-10-21T15:42:00,0,,ADR_5_00,,,
DRN_KRAM_0057,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,Customer Disconnected,,2024-10-26T17:44:00,0,,ADR_5_00,,,
DRN_VITA_0049,FIELD,CR_008_KAVITA,CT_AVITA,DL,NC,,,,2024-10-27T19:46:00,0,,ADR_8_00,1.0,22.573591182035376,88.3643568845212
DRN_VITA_0065,TELECALLING,CR_008_KAVITA,CT_AVITA,FPTP,RPC,Payment Mode,Online,,2024-10-29T10:18:00,0,2024-11-05T00:00:00,ADR_8_00,,,
DRN_KRAM_0119,TELECALLING,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2024-11-01T14:23:00,0,,ADR_5_00,,,
DRN_VITA_0083,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Online,Says NACH should have worked,2024-11-05T19:43:00,0,2024-11-08T00:00:00,ADR_8_00,,,
DRN_VITA_0082,VOICEBOT,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Not Reachable,,2024-11-06T18:17:00,0,,ADR_8_00,,,
DRN_KRAM_0136,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Number busy,,2024-11-09T14:56:00,0,,ADR_5_01,,,
DRN_VITA_0092,FIELD,CR_008_KAVITA,CT_AVITA,DL,NC,,,,2024-11-13T15:36:00,0,,ADR_8_00,1.0,22.572777567079772,88.36388781427112
DRN_KRAM_0151,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2024-11-24T11:35:00,0,,ADR_5_01,,,
DRN_KRAM_0176,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2024-11-25T16:41:00,0,,ADR_5_01,,,
DRN_KRAM_0140,FIELD,CR_005_VIKRAM,CT_IKRAM,NOT_PRESENT,NC,,,,2024-12-01T09:27:00,0,,ADR_5_00,1.0,13.081987362071175,80.27096214224754
DRN_OOJA_0058,AUTODIALER,CR_010_POOJA,CT_POOJA,WN,NC,,,,2024-12-03T16:04:00,0,,ADR_10_00,,,
DRN_VITA_0095,AUTODIALER,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Number busy,,2024-12-08T09:45:00,0,,ADR_8_00,,,
DRN_OOJA_0042,AUTODIALER,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,Customer Disconnected,,2024-12-09T09:52:00,0,,ADR_10_00,,,
DRN_VITA_0045,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,Promised to pay next week,2024-12-09T14:24:00,0,2024-12-11T00:00:00,ADR_8_00,,,
DRN_KRAM_0096,FIELD,CR_005_VIKRAM,CT_IKRAM,SETTLEMENT_REQUEST,RPC,,,Customer asking for settlement,2024-12-09T15:41:00,0,,ADR_5_00,1.0,13.082449011016818,80.27049199770045
DRN_VITA_0032,AUTODIALER,CR_008_KAVITA,CT_AVITA,UTP,RPC,UTP Reason,Unexpected Family Expense,,2024-12-11T10:20:00,0,,ADR_8_00,,,
DRN_VITA_0018,TELECALLING,CR_008_KAVITA,CT_AVITA,FPTP,RPC,Payment Mode,Online,,2024-12-11T19:53:00,0,2024-12-19T00:00:00,ADR_8_00,,,
DRN_VITA_0086,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2024-12-12T13:17:00,0,,ADR_8_00,,,
DRN_OOJA_0038,AUTODIALER,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,No Answer,,2024-12-18T18:36:00,0,,ADR_10_00,,,
DRN_KRAM_0082,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2024-12-20T12:53:00,0,,ADR_5_01,,,
DRN_KRAM_0002,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2024-12-21T11:47:00,0,,ADR_5_01,,,
DRN_VITA_0061,TELECALLING,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Auto Disconnect,,2024-12-26T09:37:00,0,,ADR_8_00,,,
DRN_VITA_0089,TELECALLING,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2024-12-26T19:13:00,0,,ADR_8_00,,,
DRN_KRAM_0115,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2024-12-27T18:03:00,0,,ADR_5_01,,,
DRN_KRAM_0007,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Brother,Spoke to family member,2024-12-29T14:25:00,0,,ADR_5_01,,,
DRN_KRAM_0070,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,BPTP,RPC,,,,2025-01-01T12:18:00,0,,ADR_5_00,,,
DRN_KRAM_0083,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-01-03T09:26:00,0,,ADR_5_01,,,
DRN_KRAM_0180,FIELD,CR_005_VIKRAM,CT_IKRAM,RTP,RPC,,,Customer refused to pay,2025-01-04T10:41:00,0,,ADR_5_01,1.0,13.08335841761942,80.27092127293196
DRN_KRAM_0142,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-01-05T17:16:00,0,,ADR_5_01,,,
DRN_OOJA_0040,AUTODIALER,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-01-07T19:00:00,0,,ADR_10_00,,,
DRN_KRAM_0121,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RTP,RPC,,,Refused to pay,2025-01-08T16:06:00,0,,ADR_5_00,,,
DRN_OOJA_0023,AUTODIALER,CR_010_POOJA,CT_POOJA,PTP,RPC,Payment Mode,Online,No commitment given,2025-01-10T16:44:00,0,2025-01-17T00:00:00,ADR_10_00,,,
DRN_RJUN_0013,AUTODIALER,CR_007_ARJUN,CT_ARJUN,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2025-01-12T09:07:00,0,,ADR_7_00,,,
DRN_KRAM_0076,FIELD,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Casa Debit,Says cash flow issue this month,2025-01-13T16:16:00,0,2025-01-15T00:00:00,ADR_5_01,1.0,13.083140363017876,80.27030352985068
DRN_NITA_0002,AUTODIALER,CR_004_SUNITA,CT_UNITA,WN,NC,,,,2025-01-16T18:02:00,0,,ADR_4_00,,,
DRN_KRAM_0189,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-01-18T14:12:00,0,,ADR_5_01,,,
DRN_KRAM_0175,TELECALLING,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Casa Debit,Mother said son not home,2025-01-25T14:13:00,0,2025-01-27T00:00:00,ADR_5_01,,,
DRN_VITA_0031,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-01-25T17:17:00,0,,ADR_8_00,,,
DRN_VITA_0052,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2025-01-27T17:27:00,0,,ADR_8_00,1.0,22.573478280827803,88.36408194962304
DRN_KRAM_0166,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2025-01-28T16:56:00,0,,ADR_5_00,,,
DRN_EERA_0005,AUTODIALER,CR_006_MEERA,CT_MEERA,PTP,RPC,Payment Mode,Casa Debit,Mother said son not home,2025-02-04T09:59:00,0,2025-02-07T00:00:00,ADR_6_00,,,
DRN_KRAM_0028,FIELD,CR_005_VIKRAM,CT_IKRAM,NOT_PRESENT,NC,,,,2025-02-04T18:46:00,0,,ADR_5_00,1.0,13.083195303389225,80.27159661026036
DRN_VITA_0042,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2025-02-07T13:47:00,0,,ADR_8_00,1.0,22.57173401586254,88.3637371848059
DRN_EERA_0002,TELECALLING,CR_006_MEERA,CT_MEERA,HUNG_UP,NC,,,,2025-02-11T17:03:00,0,,ADR_6_00,,,
DRN_VITA_0069,AUTODIALER,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2025-02-13T11:13:00,0,,ADR_8_00,,,
DRN_KRAM_0200,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2025-02-14T17:15:00,0,,ADR_5_00,,,
DRN_VITA_0005,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-02-18T17:25:00,0,,ADR_8_00,,,
DRN_VITA_0098,FIELD,CR_008_KAVITA,CT_AVITA,PAID,RPC,,,,2025-02-19T15:26:00,0,,ADR_8_00,1.0,22.572022969460445,88.36403496791758
DRN_KRAM_0024,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2025-02-19T15:32:00,0,,ADR_5_01,,,
DRN_OOJA_0029,FIELD,CR_010_POOJA,CT_POOJA,BPTP,RPC,,,Previous PTP not honoured,2025-02-22T19:45:00,0,,ADR_10_00,1.0,26.90852478610534,75.78198866996746
DRN_OOJA_0039,AUTODIALER,CR_010_POOJA,CT_POOJA,PTP,RPC,Payment Mode,Online,Says cash flow issue this month,2025-02-23T13:32:00,0,2025-02-28T00:00:00,ADR_10_00,,,
DRN_OOJA_0010,AUTODIALER,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-02-27T12:35:00,0,,ADR_10_00,,,
DRN_VITA_0020,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,Promised to pay next week,2025-03-02T15:03:00,0,2025-03-06T00:00:00,ADR_8_00,,,
DRN_VITA_0101,VOICEBOT,CR_008_KAVITA,CT_AVITA,FPTP,RPC,Payment Mode,Online,,2025-03-05T17:13:00,0,2025-03-22T00:00:00,ADR_8_00,,,
DRN_VITA_0117,TELECALLING,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2025-03-07T11:28:00,0,,ADR_8_00,,,
DRN_KRAM_0009,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-03-07T17:30:00,0,,ADR_5_01,,,
DRN_KRAM_0088,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RTP,RPC,,,Refused to pay,2025-03-08T10:18:00,0,,ADR_5_00,,,
DRN_KRAM_0004,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-03-08T13:20:00,0,,ADR_5_01,,,
DRN_VITA_0118,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2025-03-13T15:23:00,0,,ADR_8_00,,,
DRN_EERA_0008,AUTODIALER,CR_006_MEERA,CT_MEERA,HUNG_UP,NC,,,,2025-03-26T14:08:00,0,,ADR_6_00,,,
DRN_OOJA_0032,AUTODIALER,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,No Answer,,2025-03-27T19:20:00,0,,ADR_10_00,,,
DRN_VITA_0097,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Father,Spoke to family member,2025-03-29T11:03:00,0,,ADR_8_00,,,
DRN_VITA_0059,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-04-01T19:46:00,0,,ADR_8_00,,,
DRN_VITA_0113,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-04-03T12:40:00,0,,ADR_8_00,,,
DRN_OOJA_0021,FIELD,CR_010_POOJA,CT_POOJA,PTP,RPC,Payment Mode,Online,Will call back,2025-04-05T18:43:00,0,2025-04-09T00:00:00,ADR_10_00,1.0,26.908131161500418,75.7901141632455
DRN_KRAM_0127,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-04-05T19:52:00,0,,ADR_5_00,,,
DRN_OOJA_0054,VOICEBOT,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2025-04-11T19:34:00,0,,ADR_10_00,,,
DRN_VITA_0060,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-04-14T17:48:00,0,,ADR_8_00,,,
DRN_KRAM_0068,FIELD,CR_005_VIKRAM,CT_IKRAM,DL,NC,,,,2025-04-16T15:59:00,0,,ADR_5_01,1.0,13.083518478432238,80.27003164893516
DRN_KRAM_0099,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-04-16T18:49:00,0,,ADR_5_01,,,
DRN_KRAM_0049,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-04-18T12:00:00,0,,ADR_5_01,,,
DRN_VITA_0070,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Father,Spoke to family member,2025-04-20T13:05:00,0,,ADR_8_00,,,
DRN_KRAM_0062,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-04-24T16:11:00,0,,ADR_5_01,,,
DRN_OOJA_0009,AUTODIALER,CR_010_POOJA,CT_POOJA,HUNG_UP,NC,,,,2025-04-25T09:22:00,0,,ADR_10_00,,,
DRN_KRAM_0197,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-04-27T10:37:00,0,,ADR_5_00,,,
DRN_KRAM_0038,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,FPTP,RPC,Payment Mode,Online,,2025-05-01T18:58:00,0,2025-05-26T00:00:00,ADR_5_00,,,
DRN_KRAM_0150,FIELD,CR_005_VIKRAM,CT_IKRAM,ANF,NC,,,,2025-05-02T16:22:00,0,,ADR_5_01,1.0,13.081783284033083,80.27126887417627
DRN_KRAM_0048,TELECALLING,CR_005_VIKRAM,CT_IKRAM,BPTP,RPC,,,,2025-05-04T10:05:00,0,,ADR_5_00,,,
DRN_VITA_0066,VOICEBOT,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-05-08T10:23:00,0,,ADR_8_00,,,
DRN_RJUN_0002,TELECALLING,CR_007_ARJUN,CT_ARJUN,PTP,RPC,Payment Mode,Casa Debit,Asked for time,2025-05-08T17:48:00,0,2025-05-13T00:00:00,ADR_7_00,,,
DRN_KRAM_0053,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2025-05-08T18:53:00,0,,ADR_5_00,,,
DRN_VITA_0058,FIELD,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,Will call back,2025-05-09T17:21:00,0,2025-05-12T00:00:00,ADR_8_00,1.0,22.57388044206876,88.36439193714928
DRN_VITA_0014,AUTODIALER,CR_008_KAVITA,CT_AVITA,RTP,RPC,,,Refused to pay,2025-05-10T13:36:00,0,,ADR_8_00,,,
DRN_VITA_0077,AUTODIALER,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Not Reachable,,2025-05-12T12:38:00,0,,ADR_8_00,,,
DRN_EERA_0003,AUTODIALER,CR_006_MEERA,CT_MEERA,PTP,RPC,Payment Mode,Casa Debit,Will call back,2025-05-15T11:31:00,0,2025-05-19T00:00:00,ADR_6_00,,,
DRN_KRAM_0060,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,UTP,RPC,UTP Reason,Unexpected Family Expense,,2025-05-15T19:47:00,0,,ADR_5_00,,,
DRN_KRAM_0055,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,Customer Disconnected,,2025-05-16T10:34:00,0,,ADR_5_01,,,
DRN_KRAM_0129,TELECALLING,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-05-17T12:04:00,0,,ADR_5_00,,,
DRN_KRAM_0016,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,Customer Disconnected,,2025-05-18T15:13:00,0,,ADR_5_00,,,
DRN_OOJA_0037,FIELD,CR_010_POOJA,CT_POOJA,ANF,NC,,,,2025-05-18T17:07:00,0,,ADR_10_00,1.0,26.911582549224754,75.78651143930125
DRN_VITA_0107,VOICEBOT,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-05-20T11:04:00,0,,ADR_8_00,,,
DRN_VITA_0053,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Online,Says NACH should have worked,2025-05-27T09:52:00,0,2025-06-01T00:00:00,ADR_8_00,,,
DRN_RJUN_0014,FIELD,CR_007_ARJUN,CT_ARJUN,NOT_PRESENT,NC,,,,2025-05-27T15:26:00,0,,ADR_7_00,1.0,17.38470142304952,78.48632680343921
DRN_VITA_0033,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-05-27T18:56:00,0,,ADR_8_00,,,
DRN_NJAY_0001,VOICEBOT,CR_009_SANJAY,CT_ANJAY,UTP,RPC,UTP Reason,Loss of income,,2025-05-28T17:34:00,0,,ADR_9_00,,,
DRN_VITA_0036,VOICEBOT,CR_008_KAVITA,CT_AVITA,CB,RPC,,,Will call back,2025-05-29T19:09:00,0,,ADR_8_00,,,
DRN_OOJA_0020,AUTODIALER,CR_010_POOJA,CT_POOJA,WN,NC,,,,2025-06-01T11:20:00,0,,ADR_10_00,,,
DRN_KRAM_0037,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-06-02T12:13:00,0,,ADR_5_01,,,
DRN_KRAM_0145,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-06-06T12:10:00,0,,ADR_5_01,,,
DRN_KRAM_0008,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2025-06-06T17:53:00,0,,ADR_5_01,,,
DRN_KRAM_0170,FIELD,CR_005_VIKRAM,CT_IKRAM,BPTP,RPC,,,Previous PTP not honoured,2025-06-10T14:41:00,0,,ADR_5_00,1.0,13.082965287867994,80.27080743394633
DRN_KRAM_0193,FIELD,CR_005_VIKRAM,CT_IKRAM,NOT_PRESENT,NC,,,,2025-06-13T12:06:00,0,,ADR_5_01,1.0,13.082846181735437,80.27167635808854
DRN_KRAM_0006,FIELD,CR_005_VIKRAM,CT_IKRAM,UTP,RPC,UTP Reason,Unexpected Family Expense,Asked for time,2025-06-18T13:19:00,0,,ADR_5_01,1.0,13.08569544293872,80.26910125330535
DRN_VITA_0111,AUTODIALER,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2025-06-21T17:19:00,0,,ADR_8_00,,,
DRN_VITA_0025,AUTODIALER,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Not Reachable,,2025-06-22T12:22:00,0,,ADR_8_00,,,
DRN_KRAM_0173,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-07-02T15:17:00,0,,ADR_5_00,,,
DRN_NITA_0003,AUTODIALER,CR_004_SUNITA,CT_UNITA,WN,NC,,,,2025-07-04T15:42:00,0,,ADR_4_00,,,
DRN_VITA_0028,VOICEBOT,CR_008_KAVITA,CT_AVITA,CB,RPC,,,Will call back,2025-07-07T12:01:00,0,,ADR_8_00,,,
DRN_KRAM_0118,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-07-09T11:52:00,0,,ADR_5_00,,,
DRN_VITA_0096,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2025-07-11T16:28:00,0,,ADR_8_00,1.0,22.57249662388347,88.36455109005121
DRN_KRAM_0154,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2025-07-11T16:31:00,0,,ADR_5_00,,,
DRN_VITA_0068,FIELD,CR_008_KAVITA,CT_AVITA,DL,NC,,,,2025-07-13T12:51:00,0,,ADR_8_00,1.0,22.57226021347388,88.3635420518723
DRN_VITA_0039,VOICEBOT,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Out of Service,,2025-07-15T15:56:00,0,,ADR_8_00,,,
DRN_KRAM_0065,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,Customer Disconnected,,2025-07-19T19:16:00,0,,ADR_5_00,,,
DRN_JESH_0001,AUTODIALER,CR_001_RAJESH,CT_AJESH,NC,NC,NC Reason,Auto Disconnect,,2025-07-21T18:25:00,0,,ADR_1_00,,,
DRN_OOJA_0013,VOICEBOT,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-07-22T15:39:00,0,,ADR_10_00,,,
DRN_KRAM_0155,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-07-22T19:30:00,0,,ADR_5_01,,,
DRN_VITA_0075,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-07-23T17:39:00,0,,ADR_8_00,,,
DRN_OOJA_0005,AUTODIALER,CR_010_POOJA,CT_POOJA,HUNG_UP,NC,,,,2025-07-26T14:24:00,0,,ADR_10_00,,,
DRN_VITA_0080,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2025-07-27T18:27:00,0,,ADR_8_00,1.0,22.572008499998738,88.36358853738423
DRN_KRAM_0186,TELECALLING,CR_005_VIKRAM,CT_IKRAM,UTP,RPC,UTP Reason,Medical Issue,,2025-07-29T14:56:00,0,,ADR_5_01,,,
DRN_OOJA_0057,FIELD,CR_010_POOJA,CT_POOJA,OS,NC,,,,2025-07-29T16:22:00,0,,ADR_10_00,1.0,26.912792155661293,75.78638613321851
DRN_VITA_0010,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-07-30T09:28:00,0,,ADR_8_00,,,
DRN_KRAM_0073,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2025-07-31T12:30:00,0,,ADR_5_01,,,
DRN_KRAM_0030,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-08-02T10:02:00,0,,ADR_5_01,,,
DRN_OOJA_0043,TELECALLING,CR_010_POOJA,CT_POOJA,HUNG_UP,NC,,,,2025-08-06T14:20:00,0,,ADR_10_00,,,
DRN_VITA_0108,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,Mother said son not home,2025-08-06T14:43:00,0,2025-08-09T00:00:00,ADR_8_00,,,
DRN_OOJA_0008,VOICEBOT,CR_010_POOJA,CT_POOJA,HUNG_UP,NC,,,,2025-08-08T17:41:00,0,,ADR_10_00,,,
DRN_VITA_0099,TELECALLING,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-08-17T14:13:00,0,,ADR_8_00,,,
DRN_VITA_0073,FIELD,CR_008_KAVITA,CT_AVITA,DOUBTFUL,RPC,,,"Customer evasive, gave vague answers about payment",2025-08-19T12:42:00,0,,ADR_8_00,1.0,22.570984280773505,88.36388088746186
DRN_VITA_0001,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2025-08-19T16:16:00,0,,ADR_8_00,,,
DRN_VITA_0041,TELECALLING,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,No commitment given,2025-08-20T12:37:00,0,2025-08-25T00:00:00,ADR_8_00,,,
DRN_EERA_0006,AUTODIALER,CR_006_MEERA,CT_MEERA,RNR,NC,RNR Reason,No Answer,,2025-08-21T14:32:00,0,,ADR_6_00,,,
DRN_KRAM_0126,FIELD,CR_005_VIKRAM,CT_IKRAM,NOT_PRESENT,NC,,,,2025-08-22T19:20:00,0,,ADR_5_00,1.0,13.083326029913229,80.27020643425442
DRN_KRAM_0109,FIELD,CR_005_VIKRAM,CT_IKRAM,DL,NC,,,,2025-08-26T13:13:00,0,,ADR_5_01,1.0,13.083148720410817,80.27014195821155
DRN_EERA_0013,AUTODIALER,CR_006_MEERA,CT_MEERA,DOUBTFUL,RPC,,,"Avoided discussing the loan amount, kept changing topic",2025-08-26T16:00:00,0,,ADR_6_00,,,
DRN_KRAM_0075,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2025-08-27T13:29:00,0,,ADR_5_01,,,
DRN_KRAM_0143,TELECALLING,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Online,Customer travelling,2025-09-04T16:45:00,0,2025-09-10T00:00:00,ADR_5_00,,,
DRN_KRAM_0159,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-09-08T11:35:00,0,,ADR_5_00,,,
DRN_EERA_0012,AUTODIALER,CR_006_MEERA,CT_MEERA,WN,NC,,,,2025-09-08T12:21:00,0,,ADR_6_00,,,
DRN_KRAM_0043,FIELD,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Online,Asked for time,2025-09-17T17:10:00,0,2025-09-19T00:00:00,ADR_5_01,1.0,13.082688565810457,80.27096084296237
DRN_VITA_0104,FIELD,CR_008_KAVITA,CT_AVITA,PAID,RPC,,,,2025-09-23T09:27:00,0,,ADR_8_00,1.0,22.568867768641923,88.36235838520383
DRN_EERA_0001,FIELD,CR_006_MEERA,CT_MEERA,DL,NC,,,,2025-09-23T12:50:00,0,,ADR_6_00,1.0,28.61436673492572,77.20841475057343
DRN_KRAM_0093,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-09-24T19:48:00,0,,ADR_5_00,,,
DRN_KRAM_0194,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,FPTP,RPC,Payment Mode,Online,,2025-09-26T09:04:00,0,2025-10-25T00:00:00,ADR_5_01,,,
DRN_VITA_0091,FIELD,CR_008_KAVITA,CT_AVITA,ANF,NC,,,,2025-09-28T14:41:00,0,,ADR_8_00,1.0,22.571834615381416,88.36439538485327
